Filename,Tokens,AWL,TTR,AMP,ANDC,[BEMA],[BYPA],CAUS,CONC,COND,CONJ,[CONT],DEMO,DEMP,DPAR,DWNT,EMPH,EX,FPP1,GER,HDG,INPR,JJ,NEMD,NN,NOMZ,OSUB,[PASS],[PASTP],[PEAS],PHC,PIN,[PIRE],PIT,PLACE,POMD,PRED,[PRESP],[PRIV],PRMD,[PROD],[PUBV],RB,[SERE],[SMP],[SPAU],[SPIN],SPP2,[STPR],[SUAV],SYNE,THAC,[THATD],THVC,TIME,TO,TOBJ,TPP3,TSUB,VBD,VPRT,[WHCL],[WHOBJ],[WHQU],[WHSUB],[WZPAST],[WZPRES],XX0,
DeadpoolWolverineScript,31172,4.34,255,0.09,0.47,1.54,0.04,0.09,0.02,0.16,0.02,3.17,0.55,0.57,0.10,0.15,0.57,0.13,3.46,0.39,0.07,0.05,3.56,0.05,30.39,0.49,0.09,0.35,0.07,0.10,0.38,7.01,0.01,1.08,0.61,0.44,0.51,0.32,1.37,0.37,0.25,0.26,3.18,0.02,0.03,0.18,0.01,2.37,0.31,0.07,0.09,0.01,0.27,0.04,0.36,1.08,0.05,2.84,0.03,1.46,7.62,0.12,0.02,0.14,0.04,0.04,0.35,1.03,
